#{"t_start": 1626860688.0814967, "env_id": "jtr-modelless-v3"}
r,l,t
-261.896591,10,63.001275
-253.351287,9,63.554991
-264.950001,10,64.171638
-173.504189,20,65.405703
-254.729812,9,65.968977
-256.7415,10,66.59331
-250.035907,9,67.150339
-267.367366,10,67.767699
-256.230792,10,68.38469
-156.635606,15,69.318672
-156.460494,16,70.309856
-204.282142,14,71.179105
-244.271868,9,71.739347
-151.47471,16,72.733766
-149.640176,16,73.72643
-152.859328,16,74.720218
-246.102694,10,75.338555
-156.863812,15,76.266106
-255.19397,10,76.887275
-247.344132,10,77.51866
-272.821062,11,78.190602
-121.515684,17,79.242993
-74.498223,21,80.536172
-59.518184,26,82.140446
-119.33044,19,83.302833
-87.936531,20,84.537802
-98.989485,19,85.699552
-125.986764,17,86.741796
-126.54131,17,87.789446
-35.328538,23,89.223966
-17.611634,23,90.776514
29.415981,28,92.49896
-13.653004,24,93.992893
153.047829,36,96.229328
56.512173,29,98.037083
-17.62351,25,99.579937
41.096017,28,101.292741
107.411287,32,103.279397
208.19614,38,105.62769
324.887194,51,108.775555
366.014767,75,113.416275
932.830905,40,115.893039
379.608657,75,120.557994
909.872302,53,123.840908
902.292895,59,127.476592
911.58632,53,130.744786
908.79668,55,134.138937
906.648308,56,137.585108
905.685211,57,141.094378
895.626658,57,144.637417
901.952224,59,148.277646
154.357591,44,150.999066
914.397527,53,154.282978
910.186619,54,157.657684
904.970485,56,161.125262
909.823337,54,164.469665
906.072529,58,168.045405
902.701118,58,171.652913
906.758171,56,175.176099
379.399124,71,179.577871
905.103996,57,183.088856
913.298944,52,186.299948
908.993392,54,189.632641
911.963545,56,193.104911
916.50732,51,196.266272
910.668162,54,199.616921
909.765921,55,203.012287
907.411796,56,206.520376
895.966442,63,210.416121
921.788758,47,213.324009
906.470548,57,216.853769
358.003096,68,221.058842
334.559038,71,225.441372
910.370307,54,228.794316
914.908526,52,232.021808
414.047591,62,235.873299
395.097115,68,240.075593
909.946834,54,243.406666
893.53022,64,247.375499
919.261636,49,250.402155
397.355424,66,254.495644
400.008669,59,258.155898
404.411836,67,262.295589
389.09572,68,266.504917
389.188566,62,270.337579
906.877413,57,273.888146
404.651995,65,277.912269
907.764778,55,281.32415
909.180932,55,284.71664
907.809415,56,288.292936
430.436049,68,292.660298
905.265783,57,296.245297
912.025852,53,299.615332
912.069898,55,303.028699
344.052183,74,307.630287
900.507559,58,311.21088
906.781396,54,314.542332
923.805831,49,317.567783
911.1285,51,320.710868
314.924485,75,325.34881
909.989067,55,328.736496
909.874387,56,332.195704
912.970497,53,335.535982
912.940648,53,338.807894
910.755401,55,342.19729
912.100097,53,344.81432
915.620912,51,347.569195
906.205453,58,351.15668
916.727536,51,354.297876
908.499279,57,357.807965
911.878647,54,361.144703
906.553699,57,364.670983
905.068033,57,368.197017
904.92828,58,371.793316
909.040584,55,375.20021
906.256323,56,378.658928
905.344509,56,382.107411
913.391564,53,385.399106
902.839674,60,389.089805
908.605669,55,392.471667
909.806268,55,395.891285
402.321565,60,399.902756
904.744412,55,404.834031
913.753643,54,408.200166
912.687499,53,411.491946
907.338889,55,414.907037
908.767631,55,418.309377
910.552169,55,421.865974
909.198268,55,425.571482
910.13423,55,429.226809
911.305046,53,433.098144
911.227337,52,436.657893
406.146066,68,440.835163
914.313706,52,444.036296
341.320687,75,448.660753
912.007194,53,451.936538
913.761233,52,455.155133
915.413002,53,458.42101
908.894859,56,461.869185
911.217228,55,465.269753
910.434327,54,468.58749
908.927806,55,471.973847
910.90825,54,475.322919
912.409507,53,478.566554
915.71828,52,481.731057
909.654908,55,485.07465
908.1132,55,488.798898
907.513909,55,492.183068
912.063913,53,495.442306
907.930306,57,498.978656
914.83672,52,502.162593
906.145481,57,505.718674
916.353542,52,508.922136
908.779626,54,512.245951
900.42671,58,515.834071
915.68168,51,518.978803
904.751084,60,522.647584
907.613264,57,526.137968
912.157226,52,529.329628
911.480641,54,532.639575
910.12445,53,535.900174
911.668998,53,539.177059
908.852557,55,542.550149
906.70323,56,545.985971
914.315527,52,549.160708
910.452795,55,552.529476
905.060306,56,555.982067
910.69499,54,559.286657
901.960829,61,563.04479
908.821231,54,566.354822
904.017898,57,569.841775
917.074162,54,573.169289
904.867105,54,576.513385
908.84201,54,579.826335
908.192701,55,583.210695
913.633495,56,586.684126
903.566769,61,590.41397
908.788207,56,593.859506
906.779809,57,597.365266
904.444413,57,600.88017
909.123142,55,604.257935
919.173814,48,607.226225
913.917512,50,610.304465
914.991004,50,613.400959
382.832769,69,617.663542
