#{"t_start": 1626180315.4790468, "env_id": "jtr-v1"}
r,l,t
421.184016,29,8525.046075
440.745558,29,8543.377119
416.791232,29,8565.284439
459.418775,33,8586.470976
448.709748,32,8607.061851
603.405446,44,8638.832803
533.306266,41,8665.395063
528.281738,33,8690.08247
396.715286,27,8707.750637
526.61216,35,8730.577776
444.198525,31,8753.84416
579.054122,43,8781.77054
425.468275,29,8800.642369
594.6257,44,8832.099746
696.734192,50,8863.974087
906.666667,56,8903.310783
509.088428,36,8926.604717
532.829583,39,8955.066611
454.134947,29,8973.505785
408.324426,28,8991.816816
462.814901,31,9015.091842
553.307687,41,9041.621908
489.187202,32,9062.157622
223.879325,18,9076.932526
541.601378,32,9097.619637
617.04488,44,9126.079471
464.161308,33,9150.993292
480.105123,31,9171.026839
548.828444,42,9197.871432
433.791632,30,9220.089462
572.233606,42,9247.714644
430.285758,30,9267.373301
530.189797,35,9292.967073
453.163175,32,9313.446405
549.70078,42,9343.70639
464.068602,30,9363.043512
911.666667,53,9397.467188
533.216986,40,9427.0115
456.984704,29,9445.914081
423.974092,28,9464.096622
594.714566,45,9497.287719
491.911412,36,9520.436141
656.710081,48,9554.72138
545.193294,35,9577.412546
554.219756,38,9605.220457
510.512348,35,9627.918466
700.857132,46,9657.540575
818.426853,62,9701.436229
457.835117,30,9720.639212
589.426719,44,9752.19645
467.365124,34,9774.074812
528.251727,40,9802.790498
453.100599,29,9821.647304
610.241208,45,9850.826903
439.970344,30,9873.33859
555.595945,41,9899.691413
452.333301,34,9921.588584
766.172305,57,9962.265655
451.8216,29,9981.078909
630.469119,48,10014.874408
500.393642,33,10035.993213
436.648218,30,10055.008455
514.959322,38,10082.526929
502.086588,32,10103.283673
498.919394,32,10123.698525
466.163435,30,10146.14209
506.693927,38,10170.549858
625.714556,47,10204.357079
760.800119,56,10241.076699
505.244064,37,10267.623853
486.460387,32,10288.191231
443.466029,29,10306.472226
444.216574,29,10327.907616
439.19887,33,10349.023173
564.101252,42,10376.239712
525.943201,35,10401.81835
752.065601,53,10436.37232
552.099298,41,10466.260878
506.520321,38,10490.720469
559.363857,35,10512.584264
473.256296,31,10535.022656
448.745968,30,10553.935872
444.738538,31,10573.182557
481.28754,33,10597.045608
573.792517,32,10617.70822
391.262284,28,10635.408738
463.644011,32,10658.572304
850.549476,65,10700.436459
615.955586,46,10732.979364
623.6993,46,10762.437186
501.582421,32,10785.785258
535.772931,38,10810.353587
455.274038,31,10830.472041
578.508651,43,10861.254542
466.142587,35,10883.738644
516.427551,34,10905.434994
900.0,60,10947.668467
480.962107,33,10969.093874
509.314416,35,10994.996956
729.969581,49,11026.74746
675.268621,49,11061.457834
569.072025,35,11083.704025
414.562589,29,11102.153338
449.904037,30,11124.320907
518.755099,38,11148.862478
528.802567,40,11177.436352
765.207119,55,11213.455848
439.126234,31,11233.281769
534.840364,34,11258.226517
739.622609,54,11292.720483
523.902788,40,11321.371892
431.328651,29,11340.038045
457.670274,29,11358.891156
389.767662,27,11379.149866
454.870344,32,11399.430101
469.000019,31,11419.059029
388.931437,27,11438.864603
447.73181,32,11458.945181
616.347849,43,11486.099289
494.567616,37,11512.819796
450.103253,29,11531.318098
456.379332,30,11550.811364
778.821947,57,11591.571846
448.474258,30,11611.11016
665.920831,50,11646.915872
450.270519,30,11666.495848
683.273092,51,11707.602647
458.494962,30,11735.394865
525.823563,39,11771.893885
465.557646,36,11806.717732
468.961589,32,11836.666354
477.439328,33,11866.408271
476.885079,32,11897.330949
632.846126,47,11938.43531
476.553821,30,11965.781534
444.435959,31,11997.242954
465.70639,32,12027.500765
513.592409,34,12053.682342
552.462442,31,12076.81998
454.039973,31,12096.56471
602.235255,44,12125.15022
746.847794,55,12163.473356
523.449658,35,12186.170875
544.725034,41,12216.595856
613.42882,46,12247.157307
401.483035,28,12268.890708
451.799056,30,12288.733024
534.317093,40,12314.962031
572.402646,43,12346.296201
650.519879,46,12375.858779
560.862233,43,12407.289796
795.882563,58,12446.153029
532.66986,41,12476.274881
565.083311,42,12503.622352
595.394564,44,12535.238382
592.945759,39,12560.27789
505.108062,33,12581.241134
521.587508,39,12608.810159
498.933464,39,12633.25881
602.631018,44,12663.695741
694.883205,51,12695.72856
398.447319,27,12712.503106
530.217769,32,12735.738821
459.917868,29,12754.307888
451.091289,30,12773.583646
440.581407,29,12795.257826
911.666667,53,12829.534369
720.565027,52,12865.510972
600.210043,36,12888.162532
749.69405,54,12926.26104
474.482137,32,12947.083768
582.619195,44,12975.989255
521.834671,32,13000.277311
512.551998,32,13020.830259
490.640068,32,13041.08652
522.143319,35,13066.570567
911.666667,53,13100.591081
652.976808,48,13134.751482
549.791886,35,13157.707814
638.831109,47,13190.970105
473.305303,31,13210.850552
581.637587,40,13236.270806
477.302927,26,13256.164212
567.796392,42,13283.263035
712.501755,46,13316.07308
814.444515,60,13353.710362
437.754463,30,13372.62517
602.606026,45,13403.959874
437.014501,28,13421.768369
522.828848,39,13449.715497
443.321581,31,13469.333915
619.085765,41,13495.528431
529.764759,41,13524.541749
520.850918,40,13549.679555
826.402604,61,13591.474756
561.949263,37,13615.178171
484.051036,31,13638.288993
441.329254,30,13657.690141
398.693492,27,13675.162935
529.284408,36,13701.607998
487.419806,32,13722.568726
563.280528,40,13747.927405
640.64275,48,13781.189677
633.573352,48,13811.396908
413.228348,29,13832.906764
641.780199,48,13863.026518
598.479696,41,13889.091867
466.186747,32,13912.679034
768.102018,56,13947.82851
629.509941,43,13978.444424
486.638903,33,13999.645572
606.673493,38,14027.340393
530.287254,34,14049.751617
841.766553,69,14098.025382
511.005256,34,14120.58885
741.066229,55,14160.401098
491.216988,33,14183.015424
523.80204,34,14356.080117
474.697126,30,14378.937854
579.331992,38,14404.520858
641.725691,46,14438.418841
474.504715,32,14460.016871
-7.006806,53,14497.809282
494.220966,34,14520.15819
570.207735,42,14547.983812
913.333333,52,14585.433887
638.969042,48,14616.612204
438.876805,28,14638.177796
454.683242,33,14660.058407
778.630916,43,14688.209084
531.171385,34,14714.184885
660.052185,49,14746.94993
819.711083,58,14787.9619
463.048299,30,14808.067235
528.283894,33,14833.474136
558.489815,36,14857.601197
465.73859,32,14879.082398
561.295731,41,14909.625423
487.493825,32,14931.304566
773.271117,44,14961.013525
482.558619,33,14986.628711
554.953906,40,15013.809071
815.516402,64,15059.891643
525.993673,40,15086.302855
465.179143,30,15108.850187
705.54,52,15142.713089
436.662255,28,15160.658477
434.914061,28,15181.974926
511.893581,38,15207.017621
473.17441,31,15227.364718
578.771491,44,15259.066683
465.344096,30,15278.540616
697.458938,51,15324.457179
493.04908,31,15353.16078
493.349604,28,15378.892114
810.36276,59,15435.695512
903.333333,58,15489.090709
573.299614,31,15521.469855
510.857299,37,15554.154294
459.632795,31,15580.779671
550.911674,32,15613.257353
511.250443,35,15642.948727
570.900565,42,15672.455305
480.623659,31,15692.272473
502.363607,33,15713.198401
702.050169,52,15749.37282
607.312921,45,15777.839693
466.792583,30,15800.163665
541.480841,39,15825.168337
642.097315,48,15855.827143
780.700719,56,15895.231167
500.250983,32,15915.639196
667.061408,46,15948.288264
689.556866,51,15980.968505
520.058356,34,16005.822791
601.292978,45,16034.431342
605.659581,45,16066.358509
427.107939,29,16085.088164
453.98574,36,16108.550184
758.190285,52,16146.322689
715.697645,53,16180.897362
510.579519,34,16206.296016
508.610959,33,16227.889153
527.176648,40,16256.476141
653.571971,48,16287.79304
568.793451,34,16309.763951
625.341184,47,16343.139957
527.362362,39,16367.958777
585.913066,44,16399.362868
505.165541,32,16419.942167
445.045771,31,16439.796056
472.938458,31,16462.927353
506.910734,34,16484.635949
508.464353,34,16506.410613
425.74501,34,16531.630337
594.541959,44,16560.174025
424.571837,29,16578.913419
598.023633,45,16611.214558
446.334865,28,16629.363358
526.04288,33,16653.85514
513.981044,33,16675.509569
638.838095,48,16706.713432
553.602161,37,16734.224799
589.449559,43,16762.509778
561.741779,36,16789.113175
673.262939,47,16819.866592
596.984075,45,16852.106317
522.163457,39,16878.020472
794.627854,61,16921.254013
622.930898,47,16951.324835
489.151994,32,16971.851
792.194237,59,17012.745037
614.809705,42,17039.509185
689.439945,48,17073.904862
474.621703,32,17094.798433
782.611195,53,17132.376578
500.322628,34,17154.707947
472.277482,31,17174.71123
542.419888,41,17205.172677
471.637631,33,17228.295345
559.592599,30,17252.37784
452.995975,32,17274.325754
470.955483,36,17298.115386
746.187928,54,17336.284896
472.276808,36,17360.101239
544.596004,41,17390.436708
560.553538,43,17418.911411
903.333333,58,17459.415781
422.990074,28,17477.707594
460.7283,30,17497.036234
479.49565,27,17514.621293
470.799656,31,17538.423625
635.18296,49,17570.138605
541.774804,41,17600.155589
778.398457,57,17636.502895
764.955496,56,17675.560887
552.444538,41,17702.257843
415.281453,28,17723.961246
426.304014,28,17742.453046
603.035224,45,17773.039063
490.143772,32,17797.928713
455.89192,31,17818.768047
451.201938,29,17838.081399
910.0,54,17877.446265
442.370061,30,17897.124336
435.763766,33,17921.567716
623.653377,47,17953.207885
781.276606,55,17992.498397
438.287805,31,18013.006746
531.347143,40,18039.172498
503.086745,33,18063.631981
594.708589,45,18093.360197
816.148127,60,18135.967128
486.215832,30,18155.916932
506.005251,33,18177.966661
569.446993,43,18210.314836
464.555423,32,18231.036742
915.0,51,18267.511908
454.185123,29,18286.515059
415.99288,28,18305.096423
519.460682,34,18330.847369
484.693866,32,18352.028959
579.509378,43,18380.645133
403.437975,28,18402.143513
508.710585,38,18427.934503
520.500973,34,18450.34097
594.978273,45,18483.101136
539.590577,41,18509.770045
663.932974,50,18545.948853
249.275416,20,18559.156612
548.854829,37,18583.768492
599.404069,44,18616.97177
413.700996,27,18635.290858
507.614326,32,18656.574358
718.970383,48,18692.086027
476.876423,28,18710.531278
624.622217,47,18744.333803
433.690262,30,18763.528363
530.558362,34,18785.427732
565.129406,43,18816.516182
677.418392,51,18849.148934
607.172163,45,18880.936091
730.229883,54,18926.706695
567.860757,43,18969.382275
495.070065,38,19003.141065
509.131385,34,19037.864236
736.559013,53,19087.831921
555.779299,41,19129.568631
712.910379,52,19177.407548
524.813739,39,19214.721899
570.721818,43,19254.823873
464.761878,30,19274.508307
599.188326,44,19306.849907
599.925108,44,19336.191417
652.691545,48,19370.761247
439.007947,30,19390.821079
687.07781,49,19423.31057
485.253298,33,19448.295243
603.201397,45,19477.441371
516.530593,34,19502.934348
676.472644,51,19537.192992
719.015086,52,19574.762785
563.019144,43,19603.111886
619.466825,46,19636.486706
471.438806,34,19659.658693
433.224242,28,19678.16243
443.959374,29,19700.191891
448.810724,30,19719.960026
495.595308,33,19741.613012
564.639573,43,19773.386646
470.922414,32,19794.886729
449.047817,29,19814.099415
816.096452,71,19864.252155
772.219618,56,19904.266094
-0.623945,3,19906.321892
625.988316,48,19938.72979
592.192906,40,19965.077057
477.958739,33,19990.388811
567.905014,42,20018.543103
675.852636,50,20055.424743
692.445732,50,20089.463087
491.834606,36,20117.130785
497.013049,39,20143.533469
712.449114,53,20181.81982
413.851873,27,20199.921381
495.776221,33,20222.190171
566.256564,43,20254.20904
547.391715,41,20281.681364
687.557753,51,20318.995185
589.021248,43,20347.817858
473.646469,30,20367.50247
676.218619,50,20403.669349
515.717818,35,20426.529713
623.12422,47,20460.29668
692.368862,46,20490.44889
565.68079,41,20520.382202
502.13621,38,20545.523987
485.771975,31,20566.142925
453.285517,36,20593.71049
546.554279,40,20620.589853
631.564199,48,20655.682818
607.652881,46,20685.241122
422.177834,28,20703.009805
653.341844,49,20737.864097
452.588988,28,20755.749188
657.256117,46,20788.296536
548.066927,38,20812.575989
492.615216,32,20833.135654
618.554581,46,20866.442487
593.83428,45,20895.796684
739.98861,55,20934.302314
502.575851,38,20958.470899
785.981332,59,20998.794068
554.088253,42,21025.709083
532.089242,40,21054.75839
282.167454,21,21068.211774
633.82555,48,21098.614058
450.323027,29,21120.326424
445.183115,29,21138.834917
539.775765,39,21164.027618
585.769456,43,21194.976619
478.089304,32,21215.389146
816.00386,61,21258.429076
545.642268,36,21281.502913
275.263555,21,21294.808386
697.545425,51,21330.794076
433.988896,30,21349.99814
506.162989,33,21374.33531
462.789134,31,21394.589475
474.662937,32,21415.051959
449.54048,31,21542.093838
661.298408,47,21574.853783
463.144829,29,21593.74384
473.117775,32,21614.127064
615.639483,47,21646.813046
642.331543,42,21673.69839
430.790357,28,21694.636595
913.333333,52,21728.222781
760.042342,56,21766.548399
686.675214,49,21797.692991
607.899254,45,21829.580983
518.195133,39,21855.041855
717.032767,52,21891.590256
452.428828,30,21910.838803
509.361818,38,21934.736198
911.666667,53,21971.932244
824.081997,62,22011.065488
535.082887,30,22033.30775
496.038096,32,22053.786546
567.058739,43,22081.397817
615.263379,47,22114.313437
601.792062,45,22143.224531
646.108342,47,22176.641437
499.988679,33,22198.02453
503.884753,32,22221.603664
575.965391,43,22249.320224
733.230451,50,22284.605418
472.011591,31,22304.833583
490.454522,32,22325.703241
502.686213,32,22349.56558
468.321667,35,22372.660004
404.721896,31,22392.657977
541.695478,41,22421.994785
468.340586,34,22443.345117
242.5117,20,22455.837875
802.066403,61,22502.1183
492.895184,32,22530.737676
545.635632,41,22569.522258
679.166108,51,22612.810071
459.528447,30,22639.882066
545.786379,42,22679.929873
655.075076,49,22722.21482
686.690089,52,22770.960575
476.62948,32,22798.657015
549.541674,42,22837.043019
646.701646,48,22868.506136
600.818866,45,22900.443575
541.324467,37,22924.215404
448.462894,30,22943.424098
470.29041,31,22966.82256
494.079186,29,22985.87346
466.358598,32,23006.292658
546.00334,40,23035.019444
818.537664,62,23074.893123
601.356623,45,23106.948514
599.029824,45,23136.244042
771.28376,57,23175.914878
609.86733,45,23204.745036
666.103032,46,23237.708038
770.320722,57,23275.090194
454.135911,30,23298.006058
695.443412,51,23331.710216
527.117785,32,23352.586257
420.325188,33,23377.53628
466.97885,31,23398.179316
597.285308,45,23430.857556
688.160603,46,23461.069407
611.935573,36,23484.533843
746.248564,52,23521.950383
683.683666,51,23557.710951
557.293026,43,23585.432486
521.525133,35,23607.719377
529.412424,34,23633.377713
528.387096,36,23657.325893
386.389884,26,23674.397327
564.056514,34,23699.912434
466.998743,29,23719.067525
548.39165,41,23745.903329
744.271783,55,23785.473651
577.470865,43,23813.935404
668.936236,50,23850.897312
671.231588,50,23884.322354
468.718249,32,23908.63936
568.750607,43,23937.589344
434.773531,30,23957.570777
499.610312,32,23982.191902
517.013443,34,24004.779402
611.323959,46,24037.411362
537.274756,33,24058.79861
569.651788,43,24086.520135
476.79604,32,24110.394601
802.62394,59,24149.329742
566.993027,36,24177.307794
487.577706,33,24199.616389
520.21051,39,24225.548702
913.333333,52,24263.654829
499.965023,32,24284.794589
665.698015,48,24320.241204
608.599842,45,24350.351536
453.219061,29,24373.225026
501.296916,38,24398.830229
701.084418,51,24435.414807
420.209433,28,24454.084348
441.388347,30,24473.553709
439.959804,28,24491.535234
735.225238,55,24530.787875
635.30766,47,24561.364151
527.739241,40,24590.494832
480.271331,32,24611.013588
453.64249,31,24633.97641
506.589463,32,24654.58442
505.993713,34,24675.939262
676.835455,50,24710.671167
445.216632,34,24732.507579
500.337237,32,24753.438681
444.72246,29,24775.521539
522.129416,34,24797.485997
513.983396,35,24819.863104
521.641927,36,24846.508949
468.011922,30,24865.95801
683.765121,52,24902.275857
473.073254,36,24925.694529
491.542247,33,24946.973299
450.466235,30,24969.459101
524.46278,32,24989.824318
470.901955,33,25011.391135
432.207305,29,25033.377354
423.470368,32,25054.655229
600.568862,42,25081.91374
746.364818,55,25120.831972
430.678109,28,25138.458206
661.032722,46,25170.714626
478.992084,32,25191.414171
482.631432,31,25211.267861
481.980894,33,25235.73999
526.382737,40,25261.268909
583.792324,45,25293.156726
599.642725,45,25322.582079
329.612768,24,25338.314053
637.110433,45,25370.990411
463.681441,35,25394.075624
553.593725,41,25423.674248
432.044125,24,25439.413942
277.77955,22,25453.757411
739.909704,55,25492.382269
561.462022,42,25519.660509
462.78753,29,25538.423764
523.186644,33,25563.121456
613.073129,46,25593.446398
728.217579,54,25631.80019
657.691872,49,25663.585647
465.245637,32,25687.369777
732.570172,54,25722.713027
772.298767,57,25762.952108
698.347237,52,25796.489252
604.056321,42,25827.008519
494.022407,34,25849.356383
545.292193,41,25876.112069
570.466349,44,25908.162821
436.195233,30,25927.857594
438.360001,30,25947.195062
446.628615,31,25970.442853
523.628182,34,25992.467829
589.588437,45,26024.908051
505.79872,39,26050.504308
417.348266,28,26068.613143
509.32104,34,26097.601789
482.60316,33,26127.930417
429.31147,28,26154.007851
493.061473,31,26185.744
473.386122,30,26212.464137
668.420721,50,26256.640315
581.461501,43,26298.298797
489.234295,33,26329.098625
510.155514,33,26363.765535
517.032004,40,26400.155534
578.733171,44,26439.445144
487.361347,32,26463.042362
499.111658,33,26484.197263
687.336359,51,26520.217392
492.303027,34,26542.000244
694.045473,51,26574.117431
511.852818,39,26602.581602
466.1108,32,26623.111579
441.428611,30,26645.513821
617.933522,46,26675.192664
821.018505,63,26718.199836
544.29052,41,26744.463448
687.409006,51,26781.292395
481.548791,34,26803.99521
432.934794,29,26823.176972
585.257637,44,26855.84966
479.41204,32,26877.552599
712.286755,49,26913.10567
452.457475,29,26932.604885
542.542915,41,26959.955246
608.496714,47,26994.50376
511.644071,35,27017.841857
508.178221,33,27039.387784
545.426927,42,27070.12689
557.526315,43,27098.561777
530.509092,41,27128.51184
595.789647,45,27157.800707
458.959687,31,27177.771555
628.53169,47,27211.761039
601.34153,38,27236.490769
516.92721,34,27262.093478
729.632631,54,27297.290979
497.925739,32,27321.515109
514.653158,40,27348.10385
456.856048,31,27368.513608
428.579957,29,27390.699376
714.062635,54,27426.051249
475.909133,32,27450.023101
478.743346,32,27471.114117
677.777706,48,27502.95147
496.887883,35,27529.130652
649.176111,48,27561.046531
533.247065,40,27590.259894
575.999367,44,27619.162465
582.987495,45,27651.216142
725.893498,49,27683.235323
698.743241,49,27718.064247
486.368684,32,27738.915757
458.107274,30,27758.571159
643.424856,48,27793.768262
588.936275,45,27823.406229
445.144472,30,27843.042506
620.874063,47,27877.493922
552.98457,36,27901.115305
430.326896,29,27923.182462
721.164067,52,27957.532582
470.614412,30,27976.709993
496.410691,38,28004.754725
466.707374,30,28024.607309
249.94185,21,28038.457152
471.277645,31,28062.119026
417.37089,28,28080.545494
619.986621,47,28111.262782
680.41553,50,28147.372074
577.435595,44,28176.472853
482.116501,32,28201.146569
629.375166,47,28232.202314
521.095489,39,28260.836892
457.795006,30,28280.372533
528.185893,38,28305.14793
696.291473,52,28342.49403
554.389844,40,28368.473563
430.938641,28,28389.739811
482.142926,32,28410.769386
528.829312,38,28435.738351
576.893438,44,28468.013962
659.575893,49,28500.382798
605.302303,46,28534.20509
456.384665,27,28679.790028
443.260681,30,28699.244001
447.337951,30,28722.170294
456.047043,30,28742.592965
589.093354,45,28772.851718
497.523646,33,28797.993603
300.791262,23,28812.916408
526.519532,40,28838.989761
691.919382,50,28875.702671
465.670536,31,28896.322375
616.785144,43,28927.830772
479.36316,32,28949.246751
655.047547,48,28980.172188
485.984927,33,29004.488326
776.214779,56,29040.031552
767.106301,57,29079.577209
426.050146,28,29097.327746
431.597594,29,29118.645569
486.167049,30,29137.746141
526.058581,35,29160.091085
464.692849,36,29186.201758
691.584702,50,29218.240014
518.27126,36,29240.883612
436.245884,29,29263.200209
661.80475,49,29294.666095
475.257524,31,29317.362716
614.257144,47,29347.676528
422.296085,28,29365.404957
545.641073,42,29395.224474
455.73698,31,29415.023383
717.470693,49,29449.481612
836.019069,57,29486.278165
631.058755,46,29519.742451
467.319488,32,29540.746408
464.642687,32,29561.601653
440.636419,29,29583.689651
737.254923,55,29620.387194
626.06445,48,29655.595062
710.004418,51,29690.59938
555.707015,38,29728.531468
538.764179,41,29765.097141
529.511864,38,29799.056181
841.379743,68,29863.217016
566.255448,43,29902.835907
273.669014,22,29922.288011
480.865042,32,29949.319594
697.015491,51,29999.3582
475.59539,35,30033.598419
