#{"t_start": 1626699181.1071403, "env_id": "jtr-modelless-v0"}
r,l,t
449.037125,75,213.02703
252.395386,49,213.874338
281.381887,50,214.738509
500.76152,75,216.037748
489.112824,75,217.336183
905.0,57,218.323466
443.128684,75,219.617247
508.116614,75,220.90913
122.895161,37,221.546927
466.162718,75,222.843639
475.019914,75,224.24444
528.250422,75,225.553178
526.872527,75,226.844763
530.059648,75,228.146098
477.698317,75,229.436407
498.758664,75,230.731633
534.245962,75,232.025634
896.666667,62,233.098592
901.666667,59,234.125611
482.179359,75,235.422131
86.622222,34,236.013483
481.693126,75,237.310609
900.0,60,238.348644
531.703438,75,239.641496
353.356583,50,240.505558
900.0,60,241.541659
905.0,57,242.5268
437.021265,65,243.673046
213.235558,42,244.395118
895.0,63,245.479232
521.236553,75,246.770149
451.278725,59,247.781863
900.0,60,248.812358
900.0,60,249.847788
496.442489,75,251.13654
475.942852,75,252.425693
526.395238,75,253.710667
520.783128,75,255.011061
508.155279,75,256.299033
900.0,60,257.333618
472.951355,75,258.62231
442.388636,60,259.652999
432.843416,57,260.63444
526.746839,75,261.925234
485.066711,75,263.213281
116.630301,35,263.816685
901.666667,59,264.833637
900.0,60,265.863597
439.40989,74,267.135958
901.666667,59,268.152277
516.497233,75,269.442386
459.3939,75,270.732713
497.860267,75,272.026202
522.810889,75,273.320124
903.333333,58,274.322693
510.66311,75,275.612041
201.495382,44,276.366687
908.333333,55,277.31202
520.681953,75,278.598702
339.26895,61,279.644293
483.081095,75,280.932575
901.666667,59,281.961489
898.333333,61,283.012934
506.599323,75,284.302444
901.666667,59,285.321084
901.666667,59,286.337546
500.534334,75,287.62813
537.992276,75,288.91839
219.018297,41,289.622481
468.33822,75,290.915488
900.0,60,291.946819
459.171455,68,293.117527
470.742148,75,294.407928
511.718176,75,295.697835
901.666667,59,296.71117
903.333333,58,297.710302
196.163089,39,298.385212
513.158784,75,299.675657
526.148299,75,300.966814
375.92217,49,301.808563
449.440163,73,303.064683
453.872149,75,304.359144
464.783009,75,305.657984
900.0,60,306.692304
442.874468,75,307.987893
469.195123,75,309.281511
466.6774,75,310.579866
470.521325,75,311.871338
487.908697,75,313.159189
520.860006,75,314.456045
900.0,60,315.489646
462.744787,75,316.779203
513.566744,75,318.068368
898.333333,61,319.119204
905.0,57,320.098061
895.0,63,321.179286
496.452257,75,322.472522
465.155689,75,323.768141
481.634694,75,325.057192
501.984511,75,326.346641
518.360466,75,327.635998
898.333333,61,328.690214
490.013359,75,329.98014
372.294399,56,330.944597
896.666667,62,332.01561
469.957936,75,333.313351
383.242248,69,334.49915
399.84797,68,335.670869
413.2844,61,336.720066
896.666667,62,337.820903
906.666667,56,338.81889
294.09262,47,339.651977
480.679478,75,340.975283
896.666667,62,342.076579
479.671137,75,343.406999
488.231157,75,344.72157
903.333333,58,345.7289
900.0,60,348.958715
117.35799,34,349.545763
901.666667,59,350.565175
462.433212,75,351.872533
903.333333,58,353.189487
901.666667,59,354.407226
469.754185,75,355.700386
896.666667,62,356.766337
903.333333,58,357.872831
472.214488,75,359.387995
432.285563,67,360.543192
905.0,57,361.577032
455.130601,75,362.935112
390.961988,55,364.13799
466.120311,74,365.416766
903.333333,58,366.418624
494.46536,75,367.71218
478.145073,75,369.007038
519.091276,75,370.315378
501.217365,75,371.655142
900.0,60,372.726402
412.588811,75,374.086198
472.784602,75,375.457189
900.0,60,376.574749
900.0,60,377.632673
200.031689,44,378.453132
901.666667,59,379.572885
518.220662,75,381.08374
895.0,63,382.262099
900.0,60,383.418653
455.534381,64,384.643826
910.0,54,385.659266
505.935625,75,386.994723
529.878414,75,388.330603
534.640598,75,389.721125
446.434591,63,390.850865
905.0,57,391.907168
901.666667,59,392.973397
903.333333,58,394.064828
521.325342,75,395.478497
464.8189,75,396.84581
527.201218,75,398.180884
494.125093,75,399.510656
456.095767,75,400.862338
445.858489,62,402.006412
449.524162,59,403.065092
905.0,57,404.07684
895.0,63,405.207508
440.105248,59,406.315393
493.839281,75,407.652508
484.16768,75,409.01703
898.333333,61,410.097383
527.232776,75,411.428956
900.0,60,412.49261
506.359423,75,413.822969
513.975659,75,415.152968
898.333333,61,416.236302
417.662598,75,417.567629
435.272748,57,418.578293
896.666667,62,419.680392
900.0,60,420.746728
898.333333,61,421.82701
900.0,60,422.892996
466.632568,75,424.227779
524.083094,75,425.563667
903.333333,58,426.59664
81.501101,32,427.168193
896.666667,62,428.267282
531.818917,75,429.613306
487.036921,75,430.960009
901.666667,59,432.058857
459.038681,75,433.419778
479.870162,75,434.829541
448.080993,75,436.229286
900.0,60,437.348867
439.535965,63,438.530679
470.13233,75,439.907971
495.058917,75,441.257323
219.789617,42,442.048554
472.735297,75,443.438397
490.030563,75,444.843411
509.015508,75,446.193837
435.505628,75,447.521611
452.891467,75,448.862618
903.333333,58,449.890036
537.866174,75,451.224023
896.666667,62,452.324291
522.326123,75,453.717708
468.932692,75,455.1189
467.568708,75,456.450337
898.333333,61,457.571151
531.830311,75,458.974262
489.853773,75,460.377415
393.841076,52,461.315163
391.299389,47,462.152201
898.333333,61,463.230009
296.984814,45,464.060466
539.840615,75,465.45301
455.513621,75,466.779508
900.0,60,467.844555
402.067608,53,468.787941
463.578195,75,470.118325
443.34454,75,471.459954
-44.488139,26,471.931575
383.309912,51,472.890079
419.68424,56,473.888251
496.259319,75,475.222277
514.50812,75,476.55961
336.841277,59,477.615357
539.166854,75,478.946318
435.676282,75,480.302711
400.037013,54,481.269357
235.68248,40,481.983191
506.610965,75,483.367079
508.981138,75,484.759687
365.87743,50,485.66413
535.734898,75,487.007539
478.574212,75,488.338914
419.010635,54,489.320294
486.826684,75,490.651908
292.313402,44,491.437234
372.209366,55,492.413692
533.629433,75,493.749085
460.646632,75,495.141727
896.666667,62,496.2449
368.515693,54,497.200342
466.825655,75,498.528835
440.804199,60,499.597346
407.544454,72,500.946455
475.565296,75,502.35637
900.0,60,503.433833
377.898712,49,504.304446
900.0,60,505.420788
525.468897,75,506.751133
898.333333,61,507.832733
895.0,63,508.955717
900.0,60,510.027327
518.824274,75,511.368671
279.202156,46,512.186406
417.789532,61,513.279161
903.333333,58,514.309188
456.857105,75,515.638288
405.884135,58,516.672647
900.0,60,517.736945
464.661455,75,519.136184
344.947533,55,520.147805
524.846006,75,521.54923
518.163617,75,522.888014
496.043688,75,524.262256
515.603244,75,525.6113
492.529872,75,526.947647
458.923335,75,528.280163
431.636193,75,529.619251
368.720965,52,532.643927
903.333333,58,533.675792
499.186604,75,535.010687
896.666667,62,536.119515
468.732741,75,537.45782
462.509864,75,538.851512
529.85289,75,540.187618
451.305635,68,541.400518
525.989592,75,542.753052
510.34571,75,544.089168
458.638283,75,545.430102
451.894195,75,546.766583
409.064207,55,547.742499
260.431643,52,548.664168
443.505578,75,550.003767
900.0,60,551.071732
439.602746,70,552.317276
898.333333,61,553.474945
900.0,60,554.549517
504.50924,75,555.961037
516.360194,75,557.345892
231.649663,43,558.113633
533.607066,75,559.459524
464.707287,75,560.794334
901.666667,59,561.849787
496.30394,75,563.191771
465.460889,75,564.531562
511.835692,75,565.887481
509.300143,75,567.226799
896.666667,62,568.329515
526.486353,75,569.665033
454.535558,67,570.862128
289.193578,44,571.646412
514.385552,75,573.014641
901.666667,59,574.061378
451.334695,66,575.28704
459.316983,75,576.678536
530.835325,74,578.01372
506.779186,75,579.363128
900.0,60,580.447553
519.016912,75,581.788321
436.305621,67,583.02041
431.238332,75,584.353325
484.131548,75,585.70186
900.0,60,586.767486
442.748644,75,588.10632
906.666667,56,589.15131
901.666667,59,590.205868
536.877056,75,591.544104
470.736963,75,592.927194
462.918779,75,594.334086
898.333333,61,595.474101
900.0,60,596.549102
521.815082,75,597.899905
531.32039,75,599.25433
489.276438,75,600.63262
903.333333,58,601.669161
440.902961,71,602.941277
430.436164,74,604.26077
518.994776,75,605.592559
464.225725,75,606.978107
900.0,60,608.054218
511.01674,75,609.392416
423.682656,75,610.73765
420.186062,75,612.128878
900.0,60,613.240304
901.666667,59,614.284709
452.544907,75,615.619524
918.333333,49,616.488822
896.666667,62,617.596256
489.476959,75,618.937415
514.870281,75,620.345091
319.268053,55,621.339206
483.839496,75,622.698911
903.333333,58,623.752356
494.089317,75,625.120421
487.073161,75,626.47327
502.971461,75,627.826235
427.082126,67,629.037048
500.668263,75,630.408161
903.333333,58,631.506954
437.524389,53,632.49515
477.872738,75,633.849314
468.389773,75,635.220057
898.333333,61,636.320975
398.182992,56,637.333295
447.090585,75,638.686002
896.666667,62,639.832898
900.0,60,640.964218
511.058862,75,642.346445
525.533311,75,643.709346
524.579897,75,645.099075
496.549491,75,646.481999
487.135193,75,647.900144
896.666667,62,649.059635
459.497155,70,650.322802
532.138004,75,651.679605
532.298519,75,653.032727
490.596788,75,654.395231
442.487819,75,655.765618
523.662443,75,657.16582
898.333333,61,658.275578
898.333333,61,659.401841
446.648079,75,660.771945
454.250369,75,662.132615
-303.717033,25,662.583187
503.475682,75,663.940937
338.427363,57,664.978544
484.965884,75,666.33363
536.444133,75,667.68938
431.601417,63,668.824818
480.855897,75,670.236029
502.764322,73,671.566854
901.666667,59,672.636945
474.830948,75,673.993483
519.71497,75,675.357225
900.0,60,676.447639
480.670865,75,677.810248
525.072928,75,679.167408
903.333333,58,680.259917
410.147636,58,681.361819
425.717273,60,682.496299
898.333333,61,683.60249
493.454188,75,684.9726
275.960862,46,685.804362
438.285293,75,687.16399
503.913976,75,688.523286
433.073806,64,689.689419
535.436598,75,691.119005
497.486202,75,692.589443
469.800518,75,693.984887
510.915178,75,695.388537
499.264648,75,696.826899
459.874195,75,698.198029
520.889097,75,699.56372
900.0,60,700.681425
447.31976,75,702.10575
541.596047,75,703.531226
893.333333,64,704.694125
172.212064,45,705.509798
425.206494,75,706.858964
886.666667,68,708.083211
447.013522,75,709.439734
479.335033,75,710.800822
518.932371,75,712.17265
412.200743,75,713.519046
497.912028,75,719.782678
898.333333,61,721.734139
434.384203,68,723.86251
441.292001,62,725.839053
340.635187,59,727.703685
495.205763,75,730.072906
508.161381,75,732.432748
483.442177,75,734.808417
476.671862,75,737.233334
478.171498,75,739.596254
359.057325,56,741.358983
903.333333,58,743.186703
527.168378,75,745.552207
516.416415,75,747.945606
513.348134,75,750.3036
486.970686,75,752.727685
479.534385,75,755.192868
504.498523,75,757.555001
462.934978,75,759.921646
903.333333,58,761.748101
498.004653,75,764.110949
514.941573,75,766.491076
901.666667,59,768.353356
356.538153,63,770.34817
495.833255,75,772.736847
896.666667,62,774.728928
485.184799,75,777.129325
900.0,60,779.029073
898.333333,61,780.950733
903.333333,58,782.781954
416.940276,64,784.801806
896.666667,62,786.758957
391.660308,56,788.531682
475.832053,75,790.907443
454.694523,75,793.360746
283.074729,47,794.872945
898.333333,61,796.821557
396.710095,57,798.648485
519.73516,43,800.010116
901.666667,59,801.971685
291.521995,51,803.661294
903.333333,58,805.5861
900.0,60,807.573204
901.666667,59,809.540198
456.093984,75,812.026236
522.238545,75,814.394866
513.141426,75,816.761048
410.863139,68,818.907819
470.858416,75,821.296974
470.280872,75,823.680476
483.791086,75,826.126725
479.492884,75,828.49394
507.402507,75,830.870083
458.100592,75,833.250348
474.531243,75,835.62817
484.573029,75,838.01386
520.503349,75,840.424614
895.0,63,842.441096
908.333333,55,844.222906
901.666667,59,846.087426
502.484966,75,848.468134
511.032846,75,850.843845
906.666667,56,852.614262
906.666667,56,854.387904
473.98903,75,856.768316
469.953085,75,859.138317
903.333333,58,860.973337
445.905259,75,863.339925
448.324881,75,865.708646
457.49355,75,868.081498
508.596348,75,870.465283
444.5802,73,872.79867
900.0,60,874.699713
505.416416,75,877.068559
906.666667,56,878.841523
489.589647,75,881.216368
473.47089,75,883.635564
478.399137,75,886.034088
430.754693,64,888.067339
494.415858,75,890.444234
493.770446,75,892.828731
534.130416,75,895.213876
482.184937,75,897.600083
509.902955,75,899.973374
454.334884,75,902.358908
906.666667,56,903.51773
491.978338,75,905.096418
512.792301,75,906.435574
486.351954,75,907.77536
518.48925,75,909.112273
449.109459,75,910.452419
457.767081,75,911.795594
898.333333,61,912.910826
519.031897,75,914.308404
478.490261,75,915.648931
501.437985,75,916.989114
383.028945,75,918.329835
900.0,60,919.4066
429.410686,68,920.618261
533.409632,75,921.959446
908.333333,55,922.942562
505.595449,75,924.285865
531.663383,75,925.625394
468.717354,75,926.967371
429.810881,73,928.273584
898.333333,61,929.386105
456.414735,75,930.727814
444.849986,75,932.069147
452.693525,75,933.424002
510.412162,75,934.767737
483.76236,75,936.107151
903.333333,58,937.152232
426.300857,66,938.341651
536.510929,75,939.73411
488.726249,75,941.115056
286.030548,46,941.947385
525.452105,75,943.290869
510.47442,75,944.660942
427.941408,75,946.006041
898.333333,61,947.098192
900.0,60,948.171709
471.272286,75,949.518267
476.192782,75,950.86448
898.333333,61,951.974187
463.029072,75,953.339117
543.322552,75,954.702474
468.859122,75,956.053983
460.471904,62,957.204483
473.484844,75,958.601127
515.923831,75,959.957311
895.0,63,961.172276
464.369011,75,962.542381
456.696431,75,963.92981
523.223797,75,965.355477
509.716707,75,966.775619
901.666667,59,967.892725
517.41668,75,969.321915
504.902974,75,970.683547
519.490375,75,972.038312
515.710721,75,973.39377
427.866426,75,974.742125
514.087206,75,976.102571
423.942378,72,977.51971
495.077582,75,978.875173
502.354136,75,982.118336
471.670829,75,983.47672
415.107569,66,984.672431
903.333333,58,985.718412
499.477537,75,987.076955
474.59273,74,988.418112
901.666667,59,989.48887
448.108556,69,990.74248
523.837016,75,992.099817
430.404078,63,993.242481
903.333333,58,994.29487
493.37558,75,995.658763
893.333333,64,996.820244
364.023104,50,997.730836
409.282513,58,998.789327
448.61628,61,999.957616
463.745817,75,1001.394505
404.417359,58,1002.506294
414.386875,75,1003.929344
900.0,60,1005.081825
425.561739,75,1006.523262
481.205948,75,1007.960222
430.234301,75,1009.396282
475.458473,75,1010.832966
524.013953,75,1012.252125
898.333333,61,1013.359431
528.793116,75,1014.784232
475.21896,75,1016.218181
481.018602,75,1017.663835
367.17063,48,1018.554777
900.0,60,1019.640314
453.150493,75,1021.002289
901.666667,59,1022.073191
901.666667,59,1023.149042
901.666667,59,1024.225055
461.679227,75,1025.59286
456.91763,75,1026.959594
896.666667,62,1028.108342
459.856411,75,1029.602832
522.547373,75,1030.97144
467.409238,75,1032.416083
536.308888,75,1033.789037
487.029778,75,1035.158937
485.33287,75,1036.709155
392.511434,67,1038.004814
392.830896,63,1039.165176
390.664398,60,1040.260339
896.666667,62,1041.396534
442.82802,75,1042.766272
898.333333,61,1043.880141
506.313372,75,1045.250347
893.333333,64,1046.4147
421.659342,65,1047.608449
542.723866,75,1049.067625
478.53219,75,1050.52063
900.0,60,1051.668913
531.666976,75,1053.04066
480.448951,75,1054.415469
484.370702,75,1055.784812
518.781912,43,1056.573751
518.796744,75,1057.946091
402.814956,57,1058.98931
504.22801,75,1060.370995
417.722296,58,1061.434431
399.739495,67,1062.74121
441.145272,75,1064.196305
473.034182,75,1065.664403
449.677138,75,1067.115721
519.247629,75,1068.574843
444.842137,75,1069.949561
410.968568,66,1071.164226
469.307741,75,1072.536679
504.355281,75,1073.913678
457.985178,75,1075.288152
507.27414,75,1076.673347
524.526544,75,1078.134454
487.910147,75,1079.583123
469.058584,75,1081.042672
510.516962,75,1082.420837
519.349156,75,1083.796233
500.105177,75,1085.169157
900.0,60,1086.266215
507.267411,75,1087.640879
492.466196,75,1089.016263
409.240842,61,1090.131447
472.109868,75,1091.526298
489.058956,75,1092.912679
360.614974,72,1094.234015
477.814974,75,1095.617959
483.027669,75,1097.037614
386.836555,57,1098.077537
415.101288,71,1099.374356
501.158959,75,1100.748657
493.740478,75,1102.128765
461.436228,75,1103.507338
900.0,60,1104.617054
506.575186,75,1106.024714
433.910451,72,1107.345222
903.333333,58,1108.414974
532.029886,75,1109.787492
491.899877,75,1111.170968
508.713213,75,1112.584654
497.724594,75,1114.045721
469.059616,75,1115.466419
898.333333,61,1116.585154
901.666667,59,1117.67514
900.0,60,1118.780964
461.549709,75,1120.163315
532.341845,75,1121.53761
400.656532,67,1122.777817
493.422135,75,1124.248196
525.059155,75,1125.645308
461.349836,75,1127.023165
512.12637,75,1128.411852
485.521419,75,1129.810334
901.666667,59,1130.950197
903.333333,58,1132.021592
898.333333,61,1133.167627
496.297919,75,1134.560728
900.0,60,1135.654446
504.544227,75,1137.064979
469.031791,75,1138.437493
900.0,60,1139.531473
895.0,63,1140.68365
498.00756,68,1141.925907
505.874772,75,1143.363092
496.439674,75,1144.766261
898.333333,61,1145.947086
438.355938,70,1147.255339
493.369194,75,1148.632356
519.009028,75,1150.00751
898.333333,61,1151.124449
472.528529,75,1152.496793
508.110019,75,1153.869557
522.248232,75,1155.255579
409.727213,69,1156.583594
430.78653,75,1158.033146
483.625572,75,1159.483709
405.696923,65,1160.741319
898.333333,61,1161.919267
410.269137,61,1163.093383
901.666667,59,1164.178917
905.0,57,1165.223954
478.49789,75,1166.596315
409.56374,61,1169.987471
391.333565,61,1171.122132
896.666667,62,1172.271828
442.316836,75,1173.648172
470.997444,75,1175.019843
271.090353,49,1175.91786
542.219696,75,1177.292707
451.577758,75,1178.671706
463.952064,75,1180.048282
901.666667,59,1181.1304
479.631053,75,1182.519595
480.661895,75,1183.899703
460.643479,72,1185.238767
489.963769,75,1186.618896
500.761733,75,1187.992296
506.121628,75,1189.370663
523.88649,75,1190.769387
903.333333,58,1191.833535
452.696696,72,1193.15346
395.47001,67,1194.388001
492.275456,75,1195.767898
475.600776,75,1197.147597
197.742858,46,1198.033536
446.212253,75,1199.420886
900.0,60,1200.522026
903.333333,58,1201.592699
492.287363,75,1202.973649
898.333333,61,1204.09921
491.603318,75,1205.507438
432.02779,75,1206.893371
487.6129,75,1208.291622
467.358655,75,1209.719172
476.887665,75,1211.108444
498.384094,75,1212.494982
388.840156,56,1213.525388
459.001588,75,1214.904443
494.862527,75,1216.288635
458.375297,75,1217.751602
901.666667,59,1218.846983
525.686005,75,1220.232834
520.927531,75,1221.619507
529.482015,75,1223.043038
429.112419,63,1224.279697
499.300981,75,1225.748962
410.359167,75,1227.164862
535.713684,75,1228.578722
421.077503,73,1229.949135
507.241977,75,1231.34373
186.707849,38,1232.053188
467.097896,75,1233.449704
474.100125,75,1234.845645
498.078608,75,1236.248521
466.4567,75,1237.718834
478.844187,75,1239.18887
524.315028,75,1240.622842
903.333333,58,1241.754442
541.231266,75,1243.224569
484.841662,75,1244.649719
510.632381,75,1246.033903
900.0,60,1247.145857
522.737458,75,1248.534061
898.333333,61,1249.671646
519.849889,75,1251.061283
474.7741,75,1252.460378
452.347856,75,1253.853196
492.341544,75,1255.24671
903.333333,58,1256.324321
896.666667,62,1257.474912
898.333333,61,1258.643099
454.161164,75,1260.075105
536.206355,75,1261.514674
528.642956,75,1262.998851
901.666667,59,1264.094845
446.848149,69,1265.374026
514.561713,75,1266.765876
518.896157,75,1268.154229
371.88789,55,1269.176498
896.666667,62,1270.324962
414.789171,55,1271.342714
383.985474,49,1272.252904
903.333333,58,1273.328392
475.162135,75,1274.723361
900.0,60,1275.878426
507.515143,75,1277.340116
259.628825,45,1278.221054
900.0,60,1279.39447
529.91908,75,1280.861436
345.362736,50,1281.838138
449.427705,75,1283.296424
350.283373,52,1284.313691
525.811015,75,1285.707173
520.386223,75,1287.100329
901.666667,59,1288.194127
460.935128,75,1289.587702
425.136433,73,1290.947296
462.137453,75,1292.393193
463.211045,75,1293.848987
898.333333,61,1295.036844
452.938894,75,1296.431661
443.001051,60,1297.547528
903.333333,58,1298.629522
408.373762,57,1299.697124
512.393758,75,1301.176158
898.333333,61,1302.318189
481.549523,75,1303.717028
519.593895,75,1305.132432
529.906508,75,1306.538949
484.73568,75,1307.941777
331.533819,55,1308.975905
479.74597,75,1310.38039
901.666667,59,1311.477309
903.333333,58,1312.559135
501.917659,75,1313.960073
532.489731,75,1315.366865
418.738931,75,1316.772598
511.749392,75,1318.176016
911.666667,53,1319.171346
466.020972,69,1320.464545
448.372336,75,1321.872786
903.333333,58,1322.978356
464.853813,75,1324.418749
503.578143,75,1325.874614
901.666667,59,1327.056009
442.679164,75,1328.465056
525.540801,75,1329.871985
480.513375,75,1331.288122
490.214276,75,1332.697392
536.92134,75,1334.131316
438.644089,75,1335.606035
486.426455,75,1337.05243
474.315189,75,1338.522671
898.333333,61,1339.727394
417.328205,75,1341.222614
906.666667,56,1342.33519
439.228251,67,1343.671474
531.20846,75,1345.159265
489.992232,75,1346.653805
531.328272,75,1348.148514
453.957725,75,1349.644717
458.162121,75,1351.105313
477.939988,75,1352.610687
485.332671,75,1354.112054
490.785311,75,1355.608777
901.666667,59,1356.72185
468.028413,75,1358.134458
537.175258,75,1361.759099
534.13312,75,1363.178576
467.34752,75,1364.608726
421.766359,64,1365.82079
508.683507,75,1367.244258
455.614984,75,1368.663375
903.333333,58,1369.755007
539.893386,75,1371.17932
415.392702,62,1372.351947
410.966292,69,1373.657251
472.903733,75,1375.077544
498.832805,75,1376.499106
415.399834,68,1377.7823
511.82456,75,1379.200155
430.439336,75,1380.620881
527.05406,75,1382.041192
432.863753,75,1383.465704
487.247009,75,1384.900423
502.439206,75,1386.316539
214.51873,41,1387.144583
-306.012725,30,1387.719064
504.544947,75,1389.179604
464.644635,75,1390.603991
423.72612,62,1391.776789
501.723444,75,1393.200247
489.057157,75,1394.624787
901.666667,59,1395.757195
336.855235,43,1396.576624
243.785371,47,1397.468903
901.666667,59,1398.589669
898.333333,61,1399.751341
519.738418,75,1401.177094
443.015027,67,1402.450618
534.273489,75,1403.872929
463.620465,75,1405.301568
536.014689,75,1406.821055
505.871914,75,1408.323072
446.539535,75,1409.81079
903.333333,58,1411.116907
487.147084,75,1412.588324
460.34085,75,1414.034601
414.351464,60,1415.188679
415.093943,61,1416.377122
520.888111,75,1417.832063
481.551724,75,1419.278348
534.312183,75,1420.725975
507.717792,75,1422.233599
510.228799,75,1423.715872
903.333333,58,1424.838656
446.873645,75,1426.31119
458.591016,75,1427.777968
355.311099,63,1428.985887
435.523868,75,1430.431144
906.666667,56,1431.509652
501.966969,75,1433.021652
901.666667,59,1434.222311
906.666667,56,1435.35725
518.843769,75,1436.846513
516.713721,75,1438.284887
451.489147,75,1439.729531
523.73312,75,1441.176706
503.066912,75,1442.615245
513.456716,75,1444.060093
896.666667,62,1445.247266
534.530357,75,1446.697491
888.333333,67,1447.994237
916.666667,50,1448.956608
431.003028,67,1450.272755
230.8094,44,1451.221747
424.675319,64,1452.633652
440.611963,75,1454.224186
441.047962,75,1455.892631
450.315121,74,1457.505913
427.340274,75,1459.131853
903.333333,58,1460.24252
500.161651,75,1461.685867
908.333333,55,1462.927299
896.666667,62,1464.35156
